,Question,Answer URL,Answer Label,Question Rating,Answer Quality,Factual,questionId
837,does tilapia have a greater inflammatory potential than bacon,https://skeptics.stackexchange.com/questions/38856#38857,yes,2.0,2.3333333333333335,1.0,38856
838,did almost all tilapia sold in us undergo sex change,https://skeptics.stackexchange.com/questions/38861#38866,na,1.3333333333333333,1.0,1.0,38861
839,does significant consumption of french fries double your chance of death,https://skeptics.stackexchange.com/questions/38953#38960,yes,2.0,2.0,1.0,38953
840,are second children more likely to be troublemakers,https://skeptics.stackexchange.com/questions/39016#39962  ,yes,2.0,2.0,1.0,39016
841,did israel install cameras that can see through clothing on the temple mount,https://skeptics.stackexchange.com/questions/39049#39050,no,2.6666666666666665,2.3333333333333335,1.0,39049
842,did a lightning strike make a river roll and boil,https://skeptics.stackexchange.com/questions/39126#39127,no,1.3333333333333333,2.0,1.0,39126
843,are cheap scallops made from flounders or stingrays,https://skeptics.stackexchange.com/questions/39179#39186,no,1.6666666666666667,2.3333333333333335,1.0,39179
844,can honey help heal wounds,https://skeptics.stackexchange.com/questions/39258#39260,yes,1.6666666666666667,2.0,1.0,39258
845,did an apple falling on newtons head help him build his theory of gravity,https://skeptics.stackexchange.com/questions/39443#39444,na,2.0,2.0,1.0,39443
846,are cornflakes more toxic to rats than cardboard,https://skeptics.stackexchange.com/questions/39563#39577,no,2.6666666666666665,2.3333333333333335,1.0,39563
847,does mortality fall when doctors go on strike,https://skeptics.stackexchange.com/questions/39614#39615,na,1.3333333333333333,1.6666666666666667,1.0,39614
848,is the association between homosexuality and mental illness likely to have a genetic basis,https://skeptics.stackexchange.com/questions/39705#39722,na,2.0,3.0,1.0,39705
849,does grabbing a fidget spinner in zero g cause your body to tumble rapidly,https://skeptics.stackexchange.com/questions/39757#39761,no,1.6666666666666667,2.0,1.0,39757
850,was slipping on a banana peel an actual danger in the early th century,https://skeptics.stackexchange.com/questions/39765#39771,yes,2.0,3.0,1.0,39765
851,does plutonium exist in the world apart from being manufactured,https://skeptics.stackexchange.com/questions/39768#39769,yes,1.6666666666666667,2.3333333333333335,1.0,39768
852,is there a scientific consensus that no level of ionizing radiation is safe,https://skeptics.stackexchange.com/questions/39804#42042,no,2.0,3.0,1.0,39804
853,have  scientific papers been published in  which cast doubt on anthropogenic climate change,https://skeptics.stackexchange.com/questions/39822#39832,no,2.3333333333333335,2.6666666666666665,1.0,39822
854,is climate change causing jellyfish to wash up on the beach,https://skeptics.stackexchange.com/questions/39904#39912,yes,2.3333333333333335,2.3333333333333335,1.0,39904
855,is selfdiscipline more important than iq in predicting academic performance,https://skeptics.stackexchange.com/questions/40044#40221,yes,2.3333333333333335,2.0,1.0,40044
856,was there a picture of freud above a urinal at washington university,https://skeptics.stackexchange.com/questions/40146#40148,na,1.6666666666666667,1.6666666666666667,1.0,40146
857,do wifi and cellphones increase the risk of miscarriage,https://skeptics.stackexchange.com/questions/40218#40219,no,2.0,3.0,1.0,40218
858,does susan crockford have any scientific credentials related to polar bears,https://skeptics.stackexchange.com/questions/40292#40293,na,1.0,1.3333333333333333,1.0,40292
859,can gamma rays on an airplane damage a digital camera,https://skeptics.stackexchange.com/questions/40347#44209,no,2.0,2.3333333333333335,1.0,40347
860,is stevia detrimental to reproductive function,https://skeptics.stackexchange.com/questions/40426#40434,no,1.6666666666666667,2.6666666666666665,1.0,40426
861,are  pounds of co produced from burning a gallon of gasoline,https://skeptics.stackexchange.com/questions/40499#40528,na,2.3333333333333335,1.3333333333333333,1.0,40499
862,does drinking alcohol and smoking marijuana at the same time cause any trouble,https://skeptics.stackexchange.com/questions/40655#40659,yes,2.0,1.0,1.0,40655
863,can joy milne smell parkinsons disease,https://skeptics.stackexchange.com/questions/40673#40683,na,2.3333333333333335,3.0,1.0,40673
864,did thirteenth century scholars attempt to determine the congealing of oil by reading aristotle,https://skeptics.stackexchange.com/questions/40712#40763,na,2.0,2.0,1.0,40712
865,does  c warming increase the ho content of the atmosphere by,https://skeptics.stackexchange.com/questions/40820#40823,na,1.5,1.5,1.0,40820
866,is there compelling proof against an alternative to the law of conservation of energy,https://skeptics.stackexchange.com/questions/40828#40829,no,2.0,1.6666666666666667,1.0,40828
867,is the implicit association test effective at determining an individuals biases,https://skeptics.stackexchange.com/questions/41176#41177,no,1.6666666666666667,2.3333333333333335,1.0,41176
868,did all iron on earth come from outer space,https://skeptics.stackexchange.com/questions/41234#42247 ,no,2.6666666666666665,2.3333333333333335,1.0,41234
869,is the laser built in ma gurele roma nia the most powerful in the world,https://skeptics.stackexchange.com/questions/41274#41300,yes,1.75,2.0,1.0,41274
870,does drinking cattle urine have health benefits,https://skeptics.stackexchange.com/questions/41372#41377 ,no,2.6666666666666665,3.0,1.0,41372
871,can heart strings break after a deep emotional trauma,https://skeptics.stackexchange.com/questions/41423#41424,no,2.6666666666666665,2.3333333333333335,1.0,41423
872,has the speed of light significantly slowed down over the past  years,https://skeptics.stackexchange.com/questions/41604#41608,na,2.0,1.0,1.0,41604
873,does vitamin d supplementation increase the need for vitamin a,https://skeptics.stackexchange.com/questions/41617#41620,na,2.3333333333333335,2.6666666666666665,1.0,41617
874,is there a distinction between esteem and confidence and are they independent of each other,https://skeptics.stackexchange.com/questions/41730#41733,na,1.5,2.0,1.0,41730
875,can people identify narcissists by their eyebrows,https://skeptics.stackexchange.com/questions/41801#41806,na,2.3333333333333335,1.3333333333333333,1.0,41801
876,is the f aircraft literally invisible,https://skeptics.stackexchange.com/questions/41870#41873,na,3.0,1.0,1.0,41870
877,does one suv tank of ethanol take as much grain as could feed a person for a whole year,https://skeptics.stackexchange.com/questions/41943#41944,yes,1.5,3.0,1.0,41943
878,is this news article from  essentially explaining climate change real,https://skeptics.stackexchange.com/questions/42008#42010,yes,3.0,2.0,1.0,42008
879,do rife machines kill viruses and bacteria,https://skeptics.stackexchange.com/questions/42086#42087,na,1.3333333333333333,2.0,1.0,42086
880,do plastics lower testosterone,https://skeptics.stackexchange.com/questions/42177#42201,yes,2.3333333333333335,1.6666666666666667,1.0,42177
881,did climate scientists in the s predict a  meter sea level rise by now,https://skeptics.stackexchange.com/questions/42192#42197,no,2.6666666666666665,2.6666666666666665,1.0,42192
882,is burning ha of grassland more environmentally damaging than  cars,https://skeptics.stackexchange.com/questions/42318#42333,na,1.3333333333333333,2.3333333333333335,1.0,42318
883,does the wowfixit screen protector harden phone screens,https://skeptics.stackexchange.com/questions/42340#42341,na,2.0,1.6666666666666667,1.0,42340
884,do lobsters get stoned with marijuana,https://skeptics.stackexchange.com/questions/42352#42355,yes,2.0,2.6666666666666665,1.0,42352
885,does boiling water with solid silver kill germs,https://skeptics.stackexchange.com/questions/42354#42356,yes,1.5,2.0,1.0,42354
886,does mifepristone ru korlym help cure depression,https://skeptics.stackexchange.com/questions/42420#42424,yes,2.0,2.6666666666666665,1.0,42420
887,are scammers using social media fakenews sharing behaviour to identify and target gullible people,https://skeptics.stackexchange.com/questions/42479#42482,na,2.6666666666666665,2.0,1.0,42479
888,does this dog food double the lifespan of dogs,https://skeptics.stackexchange.com/questions/42800#42806,no,1.3333333333333333,2.6666666666666665,1.0,42800
889,are most cases of polio derived from the polio vaccine,https://skeptics.stackexchange.com/questions/42804#42805,yes,2.0,3.0,1.0,42804
890,do humidifiers increase risk of respiratory infections,https://skeptics.stackexchange.com/questions/42825#42829,yes,1.5,1.5,1.0,42825
891,did the number of us food drug administration food safety inspections fall from the  to,https://skeptics.stackexchange.com/questions/42886#42888,yes,2.0,3.0,1.0,42886
892,does general relativity bring cosmic time,https://skeptics.stackexchange.com/questions/42915#42923,no,1.5,2.5,1.0,42915
893,does turning the lamp in my classroom off and on use more energy than it being turned on for  minutes,https://skeptics.stackexchange.com/questions/42966#42967,no,2.0,3.0,1.0,42966
894,do lipid droplets in our skin create a laser,https://skeptics.stackexchange.com/questions/42990#43003,no,1.0,2.0,1.0,42990
895,is this picture of the melting ice at the north pole legitimate,https://skeptics.stackexchange.com/questions/43036#43050,na,1.0,1.5,1.0,43036
896,did a prisoner die of needlestick injury when he was told that it was snake bite,https://skeptics.stackexchange.com/questions/43106#43110,no,2.0,2.3333333333333335,1.0,43106
897,does drinking coffee interfere with magnesium absorption,https://skeptics.stackexchange.com/questions/43128#44702,no,1.6666666666666667,2.0,1.0,43128
898,does heads up texas holdem have more possible hands than atoms in the universe,https://skeptics.stackexchange.com/questions/43220#43221,yes,2.0,2.6666666666666665,1.0,43220
899,is this image of a skinny polar bear misleading,https://skeptics.stackexchange.com/questions/43222#43224,na,1.6666666666666667,2.3333333333333335,1.0,43222
900,does carbon dioxide pollute the atmosphere,https://skeptics.stackexchange.com/questions/43270#43271,yes,1.6666666666666667,2.0,1.0,43270
901,do fevers caused by infection not exceed  f  c,https://skeptics.stackexchange.com/questions/43274#43276,no,1.3333333333333333,2.3333333333333335,1.0,43274
902,is the restoration of peat bogs an effective way to slow down humanmade climate change,https://skeptics.stackexchange.com/questions/43381#43703,na,1.6666666666666667,2.0,1.0,43381
903,did jerry rubin eat so many carrots he turned orange,https://skeptics.stackexchange.com/questions/43419#43421,yes,1.5,2.5,1.0,43419
904,does skippy chunky peanut butter contain trans fat,https://skeptics.stackexchange.com/questions/43525#43527,yes,1.3333333333333333,2.6666666666666665,1.0,43525
905,does non alcoholic beer have roughly the same alcohol as orange juice or a ripe banana contain at  alcohol,https://skeptics.stackexchange.com/questions/43557#43559,no,2.3333333333333335,2.0,1.0,43557
906,was  billion tons of carbon dioxide added to the atmosphere in,https://skeptics.stackexchange.com/questions/43572#43579,yes,1.0,3.0,1.0,43572
907,is bhutan the only carbon neutralnegative country,https://skeptics.stackexchange.com/questions/43599#43601,yes,2.3333333333333335,2.3333333333333335,1.0,43599
908,has the laser at magurele romania reached a tenth of the suns power,https://skeptics.stackexchange.com/questions/43635#43636,yes,2.0,2.0,1.0,43635
909,does the idaho potato commission associate potato skins with healthy eating,https://skeptics.stackexchange.com/questions/43704#43706,yes,2.0,2.5,1.0,43704
910,can light travel at x the speed of light,https://skeptics.stackexchange.com/questions/43728#43735,no,1.5,1.5,1.0,43728
911,is bread bad for ducks,https://skeptics.stackexchange.com/questions/43742#43745,na,1.5,2.0,1.0,43742
912,is the walrus scene a result of climate change,https://skeptics.stackexchange.com/questions/43747#43753,na,2.0,2.0,1.0,43747
913,is it true that carbohydrates are of no use for the basal metabolic need,https://skeptics.stackexchange.com/questions/43820#43823,no,3.0,3.0,1.0,43820
914,do wooden building fires get hotter than  c,https://skeptics.stackexchange.com/questions/43833#43836,yes,2.6666666666666665,2.6666666666666665,1.0,43833
915,is the infinity mg a working generator that consumes no fuel,https://skeptics.stackexchange.com/questions/43868#43984,no,1.0,1.3333333333333333,1.0,43868
916,can skipping breakfast increase risk of heart disease,https://skeptics.stackexchange.com/questions/43883#43884,yes,2.6666666666666665,3.0,1.0,43883
917,can fracking help reduce co,https://skeptics.stackexchange.com/questions/43914#43920,yes,1.6666666666666667,3.0,1.0,43914
918,did the myth of carrots improving eye sight begin as wwii propaganda,https://skeptics.stackexchange.com/questions/43924#43934,yes,2.0,2.5,1.0,43924
919,do recruiters hire people like themselves,https://skeptics.stackexchange.com/questions/43927#43930,yes,2.3333333333333335,2.3333333333333335,1.0,43927
920,did the the hampshire advertiser publish an article about many droughts in europe on saturday july,https://skeptics.stackexchange.com/questions/44011#44012,yes,2.0,2.5,1.0,44011
921,does having one fewer child reduce my carbon footprint as much as  people going vegan,https://skeptics.stackexchange.com/questions/44161#44162,na,2.0,2.0,1.0,44161
922,can marijuana cause seizures in children,https://skeptics.stackexchange.com/questions/44167#44170,yes,2.0,2.3333333333333335,1.0,44167
923,did an american kindergarten teach children the alphabet using corporate logos,https://skeptics.stackexchange.com/questions/44190#44197,na,1.5,2.5,1.0,44190
924,does a desirable difficulty in reading font affect memory retention,https://skeptics.stackexchange.com/questions/44229#44231,na,2.0,2.6666666666666665,1.0,44229
925,is there reliable evidence that depleted uranium from the  nato bombing is causing cancer in serbia,https://skeptics.stackexchange.com/questions/44240#44242,na,3.0,2.5,1.0,44240
926,does a return economyclass seat between london and san francisco release  tonnes of co equivalents,https://skeptics.stackexchange.com/questions/44255#44256,na,2.0,1.3333333333333333,1.0,44255
927,was the  c temperature in france in june  the highest ever recorded in france,https://skeptics.stackexchange.com/questions/44309#44310,yes,2.6666666666666665,2.0,1.0,44309
928,did depressed people far more accurately estimate how many monsters they killed in a video game,https://skeptics.stackexchange.com/questions/44329#44330,na,1.6666666666666667,2.0,1.0,44329
929,are a third of the proteins we consume dependent on synthetic fertilizer,https://skeptics.stackexchange.com/questions/44374#44409,yes,1.5,1.5,1.0,44374
930,has sea level rise slowed down,https://skeptics.stackexchange.com/questions/44399#44400,no,2.5,2.5,1.0,44399
931,do antisnoring acupressure rings reduce snoring,https://skeptics.stackexchange.com/questions/44418#44460,no,1.6666666666666667,2.3333333333333335,1.0,44418
932,are fussy babies more intelligent,https://skeptics.stackexchange.com/questions/44551#44562  ,na,1.0,2.3333333333333335,1.0,44551
933,do beef farmed pastures net remove carbon emissions,https://skeptics.stackexchange.com/questions/44684#44689,no,1.5,3.0,1.0,44684
934,did the british navy fail to take into account the ballistics correction due to coriolis force during ww falkland islands battle,https://skeptics.stackexchange.com/questions/44759#44760,no,1.6666666666666667,2.3333333333333335,1.0,44759
935,is the current number of forest fires in the amazon right now considerably higher than usual,https://skeptics.stackexchange.com/questions/44787#44839,yes,2.6666666666666665,2.0,1.0,44787
936,does sugar deplete enzymes allowing partially digested protein into the blood and triggering an immune response,https://skeptics.stackexchange.com/questions/44804#44833,no,2.0,2.0,1.0,44804
937,are the  amazon rainforest fires only  higher than the  year average,https://skeptics.stackexchange.com/questions/44844#44845,no,1.6666666666666667,2.6666666666666665,1.0,44844
938,is back pain often caused by unconscious emotional issues such as rage,https://skeptics.stackexchange.com/questions/44876#44880,na,2.3333333333333335,1.6666666666666667,1.0,44876
939,did the us climate reference network show no new warming since  in the us,https://skeptics.stackexchange.com/questions/44905#44906,no,2.3333333333333335,3.0,1.0,44905
940,do milankovitch cycles fully explain climate change,https://skeptics.stackexchange.com/questions/44935#44937,no,2.0,2.3333333333333335,1.0,44935
941,is low emotional intelligence associated with rightwing and prejudiced attitudes,https://skeptics.stackexchange.com/questions/44952#44957,yes,2.3333333333333335,3.0,1.0,44952
942,does wetting a beer glass change the foam characteristics,https://skeptics.stackexchange.com/questions/44984#44985,yes,1.0,2.0,1.0,44984
943,does the us armed forces refuse to recruit anyone with an iq less than,https://skeptics.stackexchange.com/questions/45013#45014,yes,2.0,2.3333333333333335,1.0,45013
944,does the usa have the highest cumulative co emissions since,https://skeptics.stackexchange.com/questions/45065#45066,yes,2.0,2.0,1.0,45065
945,does microwaving food create particles that are not created when warming food by conventional means,https://skeptics.stackexchange.com/questions/45264#45265,no,2.3333333333333335,1.6666666666666667,1.0,45264
946,did  scientists sign a declaration saying there is no climate emergency,https://skeptics.stackexchange.com/questions/45270#45271,no,2.0,2.5,1.0,45270
947,do termites produce  times more co than humans,https://skeptics.stackexchange.com/questions/45290#45291,yes,2.0,2.3333333333333335,1.0,45290
948,do different sections of candy corn taste different,https://skeptics.stackexchange.com/questions/45317#45325,na,1.3333333333333333,1.0,1.0,45317
949,does milk make your bones stronger,https://skeptics.stackexchange.com/questions/45356#45359,yes,3.0,3.0,1.0,45356
950,can hypohydrosis inability to sweat be caused be excess adrenaline,https://skeptics.stackexchange.com/questions/45411#45465,no,1.6666666666666667,2.0,1.0,45411
